video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled
"iab3tVa6EjY","아이스크림왕 만나서 네고해왔습니다 [네고왕] Ep.5","2020-09-11T09:30:02Z","UC0SoPwEH3idvemSDvKaYgGA","달라스튜디오","23","20.16.09","예능|달라스튜디오|DALLA|할인|광희|황광희|제아|제국의아이들|여름|빙수","4159450","109747","1391","15360","https://i.ytimg.com/vi/iab3tVa6EjY/default.jpg","False","False"
"DLRqMn3ouxE","신형 투싼 풀체인지의 5가지 핵심 포인트…가격 인상, 실물 깡패, 차박 폴딩, 싼타페급 차체, 하이브리드 혜택","2020-09-15T10:00:05Z","UCp0B9n0YYC8E8bJmS5i4oqw","Motorgraph 모터그래프","2","20.16.09","모터그래프|motorgraph|자동차|신차|국산차|수입차|전승용|김상영|신승영|강병휘|리뷰|시승기|후기|review","78951","607","36","156","https://i.ytimg.com/vi/DLRqMn3ouxE/default.jpg","False","False"
"qG0853dhnNI","실물 공개된 LG 윙 (Wing), 신박한 스마트폰 자세히 살펴보기!","2020-09-14T15:00:10Z","UCO4RG1vk36RKwc2z6TZ7Djw","이퓨","28","20.16.09","LG 윙|윙|LG Wing|Wing|LG전자|LG전자 스마트폰|LG전자 윙|테크|tech|기술|스마트폰|it|smartphone|모바일|mobile","140809","1123","426","776","https://i.ytimg.com/vi/qG0853dhnNI/default.jpg","False","False"
"b-gMZlaD3SM","2020 9월 애플 이벤트 7분 정리  한눈에 보기! [ 애플워치6, 애플워치SE, 아이패드 8세대, 아이패드 에어  4세대 ]","2020-09-15T22:27:31Z","UCMyB-XGM7dcovuPoKeunAMQ","인스펙팅룸 InspectingRoom","28","20.16.09","애플 이벤트 2020|애플|애플 이벤트 2020 9월|아이폰|아이폰12|애플워치6|에어4|워치se|워치6|애플워치se|아이패드 8세대|아이패드 에어 4세대|아이패드8|에어 4세대|아이패드|아이폰 12|아이폰12 출시일|아이폰12 프로 출시일|아이폰12 미니|아이폰12프로|아이폰12 디자인|아이폰12 노치|아이폰12 카메라|아이폰12 색상|애플워치6 출시일|애플워치6 블루|애플워치6 색상|애플워치se 출시일|아이패드 8세대 출시일|아이패드 에어4 출시일|apple event 2020|apple|iphone 12|iphone12|iphone 12 pro|apple watch 6|apple watch se|ipad|ipad 8 gen|ipad air|ipad air 4 gen|인스펙팅룸|인스펙팅룸 아이폰","69536","917","33","377","https://i.ytimg.com/vi/b-gMZlaD3SM/default.jpg","False","False"
"F6U-LBQdLR8","'드디어 터졌다' 이승우, 데뷔골+멀티골 폭발 #SPORTSTIME","2020-09-13T19:01:46Z","UCnXNukjRxXGD8aeZGRV-lYg","스포츠타임","17","20.16.09","이승우|벨기에|유럽|멀티골|데뷔골|세리에|헬라스|이탈리아|신트트라위던|스포티비|스포티비 나우|spotv|lee seung woo|해외축구|스페인|바르셀로나|바르샤","557278","4394","100","839","https://i.ytimg.com/vi/F6U-LBQdLR8/default.jpg","False","False"
"Aa-dm6vIer4","(어그로X) 채널이름 주작비로 바꾸기 VS 구독자한테 자동차 사주기ㅋㅋ 두남자의 양보없는 자존심대결ㅋㅋㅋㅋ","2020-09-14T08:45:12Z","UCyCL5k8P1iUOc1EymhhMW1A","더블비","23","20.16.09","더블비|주작비|장난치기|자존심|핵존심|싸우기|대결","624744","15985","966","3358","https://i.ytimg.com/vi/Aa-dm6vIer4/default.jpg","False","False"
"_J-BQNyT3q4","우리집 분위기는 내가 책임진다! 김해 7살 신동 백고은♥ 어쩜 이렇게 좋을수가~ 무대 모음 | 사랑 참, 무명배우","2020-09-14T08:00:03Z","UCUsCKdK1HlmBfAjaftDcEJw","KBS창원 뮤직","10","20.16.09","#백고은|#사랑참|#무명배우|#우리집비타민|#노래가좋아|#트로트신동|#트롯신동","117770","1529","112","84","https://i.ytimg.com/vi/_J-BQNyT3q4/default.jpg","False","False"
"Ea-IR1HxCW0","#김다현 #황민우 나이는 숫자❎ 마음은 진짜⭕ 무대에 완전 진심인 신동들! 예~~~뻐!!😙 [대케가수]","2020-09-14T07:45:11Z","UCUnSdg6_nmdhh2fXjsNqTXg","KBS대전","24","20.16.09","KBS|세종|충남|kbs|대전광역시|충청남도|보이스트롯|황민우|김다현|리틀싸이 황민우|리틀싸이|싸이|국악신동|국악신동 김다현|트롯신동|트로트 신동|트로트|트롯|trot|보이스트롯 김다현|보이스트롯 황민우|황민우 나팔바지|황민우 빌리진|빌리진|모나리자|황민우 마이클잭슨|국악소녀|트로트 꿈나무|국악자매|트로트 무대|보이스트롯 신동|김봉곤|훈장님|김다현 훈장님|김연자|김연자 아모르파티|아모르파티|황민우 아모르파티|황민우 강남스타일|강남스타일|사랑가|진달레꽃|김다현 사랑가|김다현 진달레꽃|김다현 이별가|바람의 빛깔|김다현 바람의 빛깔|산도깨비|김다현 산도깨비|김다현 국악|김다현 노래|황민우 노래|황민우 싸이","305873","3203","203","113","https://i.ytimg.com/vi/Ea-IR1HxCW0/default.jpg","False","False"
"qB135yqEgOU","[선공개] 인성 문제 없는 이근대위의 특수 요원 훈련!(*유행어 자판기 주의*)ㅣ집사부일체(Master in the House)ㅣSBS ENTER.","2020-09-13T00:00:05Z","UCmjNKt6kITwaZTqvWuaSPLg","SBS Entertainment","24","20.16.09","sbs|20200913|이승기|양세형|신성록|차은우|김동현|집사부일체예고|집사부일체137예고|집사부일체미리보기","1375586","17191","295","3367","https://i.ytimg.com/vi/qB135yqEgOU/default.jpg","False","False"
"ErC5f7OlPdU","*사지가 뒤틀린 기모노 인형, 방송 제작진도 중간에 포기해버렸다. 인피인형의 진실  | 토요미스테리 | 디바제시카","2020-09-14T09:27:18Z","UCh6O-aBKR-99dg4rPy69CXg","디바제시카DeevaJessica","27","20.16.09","디바제시카|토요미스테리|금요사건파일|귀로듣는영화|쇼킹탑텐|무서운이야기|공포이야기|지식정보튜브|토미|금사파|지튜|미스테리|공포영화|귀듣영|제시카","317049","6410","291","1144","https://i.ytimg.com/vi/ErC5f7OlPdU/default.jpg","False","False"
